,StudentId,CGPA,Major Projects,Workshops/Certificatios,Mini Projects,Skills,Communication Skill Rating,Internship,Hackathon,12th Percentage,10th Percentage,backlogs,PlacementStatus
2889,2890,7.2,0,3,1,13,3.3,Yes,Yes,63.2,80.8,0,Placed
2890,2891,6.8,2,1,0,7,2.6,Yes,Yes,68.3,70.0,0,Placed
2891,2892,7.9,1,2,3,6,4.1,No,No,73.8,65.3,0,Placed
2892,2893,7.4,1,2,3,5,3.3,Yes,Yes,67.5,66.3,2,Placed
2893,2894,6.9,1,1,0,7,2.3,No,Yes,78.3,61.0,3,NotPlaced
2894,2895,6.9,0,0,0,5,3.1,No,No,90.1,54.4,2,NotPlaced
2895,2896,6.5,1,2,3,7,3.6,No,Yes,67.2,56.7,3,NotPlaced
2896,2897,8.3,1,1,0,8,3.1,No,No,68.4,72.4,2,NotPlaced
2897,2898,7.6,1,1,3,6,3.8,No,Yes,63.5,78.0,1,Placed
2898,2899,6.8,1,1,2,6,4.0,Yes,Yes,69.6,94.7,5,NotPlaced
2899,2900,8.2,0,2,1,6,5.0,Yes,No,53.4,71.6,0,Placed
2900,2901,7.0,1,1,0,6,4.4,No,No,80.9,60.5,1,NotPlaced
2901,2902,6.3,1,2,1,6,2.2,No,Yes,59.0,71.7,1,Placed
2902,2903,8.4,2,2,2,9,3.2,No,Yes,63.7,78.3,0,Placed
2903,2904,7.0,1,2,1,2,3.3,Yes,Yes,71.8,81.3,2,NotPlaced
2904,2905,7.2,0,3,3,12,4.0,No,Yes,83.4,80.4,1,NotPlaced
2905,2906,7.5,2,2,1,7,2.8,Yes,Yes,63.3,77.2,1,Placed
2906,2907,8.5,2,1,2,9,3.1,No,Yes,69.3,72.9,0,Placed
2907,2908,7.5,1,3,2,9,2.5,Yes,Yes,73.6,78.6,1,Placed
2908,2909,6.5,1,1,1,5,3.0,Yes,No,65.0,61.3,0,NotPlaced
2909,2910,8.0,1,2,2,4,3.0,Yes,Yes,69.9,53.9,4,Placed
2910,2911,7.1,2,1,3,4,3.2,Yes,Yes,56.7,90.8,1,NotPlaced
2911,2912,9.1,0,2,3,6,2.6,Yes,No,66.3,71.6,3,Placed
2912,2913,7.5,0,2,0,9,4.3,Yes,Yes,82.1,76.8,1,Placed
2913,2914,5.6,2,1,2,5,3.9,Yes,No,78.3,50.0,0,NotPlaced
2914,2915,7.8,0,2,2,9,2.3,Yes,Yes,67.0,85.9,2,Placed
2915,2916,9.2,1,2,2,1,3.5,No,Yes,61.9,82.4,0,NotPlaced
2916,2917,8.8,2,0,3,6,2.2,Yes,Yes,69.1,57.9,1,Placed
2917,2918,9.1,0,2,0,11,4.6,Yes,No,57.8,69.1,2,Placed
2918,2919,6.6,2,1,2,6,4.8,Yes,Yes,69.2,74.4,3,Placed
2919,2920,8.3,2,3,1,5,3.5,Yes,Yes,67.3,60.6,4,Placed
2920,2921,6.9,1,2,2,5,2.8,Yes,No,67.0,76.4,0,Placed
2921,2922,7.7,1,1,1,1,3.0,No,Yes,69.7,81.4,2,Placed
2922,2923,6.4,0,0,1,4,3.1,Yes,Yes,75.8,74.9,1,Placed
2923,2924,7.0,1,1,2,10,3.4,Yes,Yes,61.7,57.9,3,NotPlaced
2924,2925,6.9,0,2,1,5,4.6,Yes,Yes,79.6,62.7,4,Placed
2925,2926,8.3,1,3,1,6,4.3,No,Yes,81.1,70.9,2,Placed
2926,2927,8.2,1,2,0,1,4.3,No,Yes,90.8,69.8,1,Placed
2927,2928,7.7,2,3,0,2,3.6,No,Yes,73.7,69.9,3,NotPlaced
2928,2929,6.4,0,1,2,11,2.6,Yes,No,84.3,69.6,1,Placed
2929,2930,7.2,0,1,1,9,2.9,Yes,No,79.8,55.8,4,Placed
2930,2931,6.9,0,3,0,3,3.5,Yes,Yes,72.7,79.3,2,NotPlaced
2931,2932,8.2,2,1,1,5,2.5,Yes,Yes,60.0,77.6,4,NotPlaced
2932,2933,8.5,1,3,1,7,3.7,Yes,Yes,79.1,76.7,0,Placed
2933,2934,8.4,0,0,1,3,4.1,No,Yes,73.2,75.9,2,Placed
2934,2935,6.9,2,2,0,1,3.9,Yes,Yes,87.1,69.4,1,Placed
2935,2936,5.5,0,2,0,7,3.9,No,Yes,77.7,66.5,2,NotPlaced
2936,2937,6.0,1,3,2,9,2.0,No,Yes,80.5,62.8,4,NotPlaced
2937,2938,8.7,1,1,2,9,4.6,No,Yes,65.8,85.9,2,Placed
2938,2939,7.2,2,1,1,10,2.2,No,No,73.2,71.8,2,NotPlaced
2939,2940,6.9,1,2,1,2,3.4,Yes,No,53.7,57.1,0,Placed
2940,2941,8.9,1,2,3,7,4.0,Yes,Yes,76.0,71.7,0,Placed
2941,2942,8.6,0,1,3,6,3.8,Yes,Yes,82.0,53.2,2,Placed
2942,2943,7.5,1,3,1,7,2.5,No,Yes,83.5,74.2,1,Placed
2943,2944,7.3,1,3,1,6,2.6,No,No,67.8,73.3,0,Placed
2944,2945,7.4,0,1,3,5,3.7,No,No,54.7,67.1,2,Placed
2945,2946,7.7,2,3,0,1,3.9,Yes,No,66.2,63.5,2,Placed
2946,2947,8.9,1,3,1,10,2.6,Yes,No,70.3,77.1,0,Placed
2947,2948,7.9,1,1,1,8,3.8,Yes,Yes,74.7,71.3,0,Placed
2948,2949,8.1,0,3,1,3,2.3,No,Yes,52.7,54.5,1,NotPlaced
2949,2950,8.5,1,2,3,8,4.0,No,Yes,70.1,82.8,2,NotPlaced
2950,2951,6.5,1,3,1,6,2.8,Yes,Yes,61.7,63.5,4,NotPlaced
2951,2952,8.1,1,2,3,6,3.6,No,Yes,84.0,60.1,1,Placed
2952,2953,7.2,1,1,1,5,3.4,Yes,Yes,50.0,84.2,0,Placed
2953,2954,5.5,2,2,0,9,4.4,Yes,Yes,80.1,81.5,3,NotPlaced
2954,2955,5.7,1,2,3,5,3.7,Yes,No,69.6,68.2,0,NotPlaced
2955,2956,6.6,2,2,1,4,3.0,Yes,No,52.6,60.7,2,Placed
2956,2957,8.0,1,3,2,10,3.8,Yes,Yes,86.1,63.8,1,Placed
2957,2958,7.6,1,2,1,6,5.0,Yes,Yes,83.2,68.1,4,Placed
2958,2959,7.7,1,2,0,7,4.1,No,Yes,82.2,82.9,2,Placed
2959,2960,9.2,2,1,2,9,3.5,Yes,No,71.8,83.7,0,Placed
2960,2961,6.4,1,3,1,5,2.8,No,Yes,65.0,73.5,1,NotPlaced
2961,2962,7.5,0,3,3,6,3.0,No,Yes,71.6,77.9,0,Placed
2962,2963,7.8,2,3,1,8,4.0,No,Yes,75.9,70.1,1,Placed
2963,2964,6.9,1,0,1,2,2.8,No,Yes,66.1,64.1,1,NotPlaced
2964,2965,7.5,2,2,2,8,3.5,No,No,63.3,58.5,2,Placed
2965,2966,6.1,2,1,1,5,4.7,No,Yes,75.4,74.9,3,NotPlaced
2966,2967,8.7,1,3,0,10,3.6,Yes,Yes,72.8,80.1,0,NotPlaced
2967,2968,6.9,0,1,1,9,2.6,No,Yes,79.3,67.4,1,NotPlaced
2968,2969,9.2,0,3,2,8,5.0,Yes,Yes,84.7,82.7,3,Placed
2969,2970,7.5,0,3,0,2,4.9,Yes,Yes,78.7,68.5,1,Placed
2970,2971,8.4,2,3,2,7,3.9,No,Yes,60.6,72.8,1,Placed
2971,2972,7.5,0,0,3,3,4.5,Yes,No,70.9,70.0,3,NotPlaced
2972,2973,7.5,0,3,0,7,3.3,Yes,Yes,74.5,83.1,2,Placed
2973,2974,7.0,0,1,1,1,4.1,No,No,78.3,76.4,1,Placed
2974,2975,7.6,1,0,1,2,3.2,No,No,78.7,71.5,5,NotPlaced
2975,2976,7.8,1,2,2,11,2.4,Yes,Yes,70.5,72.7,0,Placed
2976,2977,6.8,1,3,2,8,5.0,No,Yes,66.6,61.3,0,Placed
2977,2978,7.4,2,2,3,6,2.4,Yes,Yes,80.1,51.9,1,Placed
2978,2979,7.0,0,2,3,4,3.7,No,Yes,74.4,67.2,0,Placed
2979,2980,9.5,1,3,1,4,3.7,No,Yes,73.5,70.3,0,NotPlaced
2980,2981,7.4,1,3,0,8,3.9,Yes,Yes,64.7,76.8,0,Placed
2981,2982,8.8,0,3,1,6,3.4,No,No,89.9,70.5,2,Placed
2982,2983,7.3,0,3,2,12,3.4,Yes,No,73.2,67.8,1,Placed
2983,2984,7.7,2,1,1,6,3.6,Yes,No,70.2,50.0,3,NotPlaced
2984,2985,6.4,0,2,2,7,3.9,Yes,No,73.2,76.7,1,NotPlaced
2985,2986,7.1,2,2,1,3,3.5,No,No,69.8,73.9,2,Placed
2986,2987,7.7,2,2,0,6,3.4,No,No,59.4,79.3,0,NotPlaced
2987,2988,8.8,1,3,2,8,2.4,No,Yes,73.7,72.2,0,Placed
2988,2989,7.7,1,3,1,6,5.0,Yes,Yes,57.9,82.3,2,NotPlaced
2989,2990,8.7,0,1,3,6,3.9,Yes,No,71.9,67.0,0,Placed
2990,2991,8.0,0,3,2,8,3.7,No,Yes,56.7,71.6,2,Placed
2991,2992,8.9,1,2,1,12,3.0,No,Yes,51.6,74.2,2,Placed
2992,2993,7.4,2,2,0,7,2.7,No,Yes,76.5,77.9,2,NotPlaced
2993,2994,9.5,0,2,1,10,4.2,No,Yes,61.1,75.7,2,NotPlaced
2994,2995,7.1,1,2,2,9,3.4,No,Yes,74.9,76.3,4,NotPlaced
2995,2996,6.8,1,2,3,10,4.0,No,No,72.5,74.4,0,Placed
2996,2997,6.5,0,2,2,5,2.4,Yes,Yes,72.3,70.3,4,Placed
2997,2998,9.5,0,3,3,6,4.7,Yes,No,65.4,80.1,0,Placed
2998,2999,8.2,0,0,2,6,4.2,No,Yes,69.8,56.9,1,NotPlaced
2999,3000,7.2,2,1,1,9,3.4,Yes,Yes,65.1,66.3,4,NotPlaced
3000,3001,8.6,0,2,1,9,3.9,Yes,Yes,79.5,86.3,1,Placed
3001,3002,8.1,0,1,1,7,4.1,Yes,Yes,66.7,65.9,3,NotPlaced
3002,3003,9.2,1,2,1,10,2.4,No,No,68.8,71.3,2,Placed
3003,3004,6.2,0,2,0,5,4.8,Yes,Yes,77.7,84.5,3,NotPlaced
3004,3005,7.3,0,3,1,10,3.9,Yes,Yes,65.4,70.9,0,Placed
3005,3006,7.1,2,0,2,10,2.9,Yes,No,54.9,64.5,2,Placed
3006,3007,5.8,2,2,0,9,2.6,Yes,Yes,61.5,82.8,0,NotPlaced
3007,3008,8.4,0,2,1,7,4.3,Yes,Yes,80.5,69.4,0,Placed
3008,3009,7.3,0,2,0,9,3.7,Yes,Yes,71.7,70.0,2,NotPlaced
3009,3010,8.1,2,0,2,4,3.9,Yes,Yes,73.6,54.2,2,NotPlaced
3010,3011,9.5,1,3,1,8,3.5,Yes,Yes,73.7,70.9,2,Placed
3011,3012,7.2,1,1,1,8,2.7,Yes,Yes,87.1,78.1,2,Placed
3012,3013,7.1,0,3,2,3,3.9,No,Yes,52.3,68.1,3,NotPlaced
3013,3014,7.6,1,3,1,8,3.3,No,No,69.8,60.5,1,Placed
3014,3015,8.3,0,1,1,3,3.5,No,Yes,71.3,67.7,1,Placed
3015,3016,7.0,1,2,2,6,5.0,No,Yes,70.8,66.5,3,Placed
3016,3017,7.0,2,1,3,7,4.2,Yes,Yes,78.2,69.7,2,Placed
3017,3018,8.4,1,1,1,5,4.2,No,Yes,78.4,67.3,0,NotPlaced
3018,3019,7.8,2,2,1,7,5.0,Yes,Yes,69.1,87.0,1,Placed
3019,3020,5.8,1,2,2,7,3.8,Yes,Yes,55.8,74.7,0,NotPlaced
3020,3021,6.5,1,3,2,5,3.6,No,Yes,93.6,56.3,3,NotPlaced
3021,3022,8.8,2,2,3,9,3.0,No,No,70.9,72.6,0,NotPlaced
3022,3023,7.8,2,2,0,5,3.1,No,Yes,71.8,71.6,2,NotPlaced
3023,3024,6.9,1,3,3,14,1.9,No,Yes,82.4,82.8,2,Placed
3024,3025,7.4,2,0,2,7,4.1,No,Yes,67.5,70.6,7,NotPlaced
3025,3026,7.5,2,1,2,3,2.5,No,Yes,82.6,70.3,1,NotPlaced
3026,3027,8.1,1,2,2,4,4.2,No,Yes,68.2,88.8,3,NotPlaced
3027,3028,6.3,1,3,0,10,3.5,No,No,87.5,62.4,2,NotPlaced
3028,3029,6.8,0,3,1,6,3.6,No,No,75.1,79.2,0,Placed
3029,3030,7.7,0,3,0,3,3.5,Yes,Yes,64.9,72.6,1,NotPlaced
3030,3031,7.4,0,2,1,10,4.6,Yes,Yes,90.6,67.5,1,NotPlaced
3031,3032,8.0,0,1,1,6,4.5,No,No,76.4,66.2,0,Placed
3032,3033,6.5,2,1,3,9,3.5,No,No,65.5,84.2,1,NotPlaced
3033,3034,7.8,1,2,1,10,2.8,No,Yes,58.3,76.2,0,Placed
3034,3035,8.4,1,2,2,8,4.2,Yes,Yes,77.3,77.4,3,Placed
3035,3036,7.9,2,0,1,14,2.7,No,No,83.5,80.0,1,Placed
3036,3037,7.6,1,2,2,2,2.3,Yes,Yes,74.5,75.1,0,Placed
3037,3038,7.4,2,3,0,5,3.9,Yes,Yes,74.0,62.5,2,Placed
3038,3039,6.8,1,0,0,6,4.5,No,No,85.0,57.9,3,NotPlaced
3039,3040,7.4,0,1,1,14,3.2,No,Yes,76.4,85.9,4,Placed
3040,3041,8.6,1,2,3,12,3.8,Yes,Yes,65.1,73.9,4,Placed
3041,3042,7.4,1,3,1,11,3.2,Yes,No,65.5,72.7,4,NotPlaced
3042,3043,6.7,1,0,2,5,4.1,No,Yes,76.0,88.2,1,NotPlaced
3043,3044,7.1,1,3,0,5,4.4,No,Yes,75.5,62.4,1,Placed
3044,3045,7.7,1,1,1,5,3.3,No,Yes,80.8,50.0,1,Placed
3045,3046,7.2,1,1,3,5,2.7,No,No,74.3,55.7,4,NotPlaced
3046,3047,7.9,2,1,1,11,2.3,Yes,No,77.1,67.2,0,Placed
3047,3048,7.9,2,3,0,6,4.2,No,Yes,74.1,73.1,2,Placed
3048,3049,8.3,0,1,3,7,2.6,No,Yes,79.7,84.5,0,Placed
3049,3050,8.7,1,0,0,9,3.8,No,Yes,77.7,79.6,3,Placed
3050,3051,8.3,0,3,2,2,4.1,No,No,68.7,50.0,1,Placed
3051,3052,6.7,1,3,0,7,3.1,Yes,Yes,69.3,97.2,3,NotPlaced
3052,3053,6.7,0,1,3,4,3.4,Yes,Yes,73.9,68.3,4,NotPlaced
3053,3054,7.4,1,3,3,6,4.3,No,Yes,72.0,83.1,0,Placed
3054,3055,7.1,1,3,1,5,2.9,Yes,Yes,82.8,76.9,3,Placed
3055,3056,6.5,2,1,2,5,2.8,Yes,No,72.9,72.0,1,NotPlaced
3056,3057,7.1,1,1,3,8,3.3,Yes,Yes,58.2,69.9,1,Placed
3057,3058,7.1,2,1,2,8,4.5,Yes,No,60.4,62.0,1,Placed
3058,3059,6.9,0,2,2,6,4.8,No,Yes,68.8,60.4,2,NotPlaced
3059,3060,7.2,0,0,2,8,3.4,Yes,Yes,77.5,70.5,1,NotPlaced
3060,3061,8.5,0,2,0,4,2.9,No,Yes,64.5,59.5,2,Placed
3061,3062,7.7,0,3,1,9,4.4,No,Yes,76.9,86.8,3,Placed
3062,3063,9.5,1,2,1,6,2.2,Yes,Yes,64.1,72.9,1,Placed
3063,3064,7.6,1,0,0,6,3.7,No,Yes,72.4,90.8,0,Placed
3064,3065,7.3,1,1,1,5,3.5,No,Yes,74.7,68.1,0,NotPlaced
3065,3066,7.5,2,2,1,6,4.5,Yes,Yes,60.7,66.7,1,Placed
3066,3067,7.7,2,2,1,13,4.6,No,Yes,74.6,77.3,4,NotPlaced
3067,3068,7.9,1,1,1,7,2.7,Yes,Yes,85.5,69.7,1,Placed
3068,3069,9.3,1,2,0,4,3.6,Yes,Yes,69.2,80.8,2,NotPlaced
3069,3070,6.8,0,1,0,10,3.0,Yes,Yes,71.7,84.9,4,NotPlaced
3070,3071,8.2,1,0,2,6,3.3,Yes,No,73.3,81.9,1,Placed
3071,3072,7.7,2,2,3,8,4.0,No,Yes,71.8,84.3,2,NotPlaced
3072,3073,6.2,2,2,2,5,3.2,Yes,Yes,71.2,79.4,3,Placed
3073,3074,8.2,2,1,3,11,3.7,No,Yes,70.5,67.1,2,Placed
3074,3075,8.6,1,3,3,5,4.3,Yes,No,56.9,82.3,0,Placed
3075,3076,6.8,2,0,2,11,4.7,No,Yes,75.1,78.3,3,NotPlaced
3076,3077,7.5,0,1,2,4,3.7,No,No,61.3,66.4,4,NotPlaced
3077,3078,6.0,1,2,2,6,3.6,No,No,74.4,67.6,3,NotPlaced
3078,3079,6.4,1,2,0,11,2.6,Yes,No,77.3,71.2,3,NotPlaced
3079,3080,8.4,1,2,0,8,4.8,Yes,Yes,74.7,82.0,3,NotPlaced
3080,3081,7.1,0,1,1,14,3.9,Yes,Yes,63.0,73.1,2,Placed
3081,3082,6.6,1,1,1,6,3.6,No,Yes,73.8,71.9,0,Placed
3082,3083,7.7,0,3,1,8,3.6,No,Yes,69.1,70.6,4,Placed
3083,3084,7.1,1,0,0,13,3.8,Yes,Yes,65.7,68.8,0,Placed
3084,3085,7.1,1,0,2,2,4.1,Yes,No,89.6,61.5,3,Placed
3085,3086,8.1,1,2,1,2,4.2,Yes,Yes,62.9,79.2,1,Placed
3086,3087,6.5,2,1,2,5,4.8,Yes,Yes,75.5,62.8,2,Placed
3087,3088,6.7,2,2,1,9,3.7,Yes,Yes,84.7,72.6,3,Placed
3088,3089,7.6,2,2,1,2,4.9,No,No,74.4,68.3,3,NotPlaced
3089,3090,8.3,1,2,1,9,4.3,No,Yes,65.5,78.9,0,Placed
3090,3091,8.6,1,1,2,9,3.5,Yes,Yes,66.0,68.9,2,Placed
3091,3092,6.9,1,2,1,13,2.2,Yes,No,58.4,62.9,0,Placed
3092,3093,8.3,1,2,3,10,3.6,Yes,Yes,71.8,80.9,0,Placed
3093,3094,6.8,1,1,2,8,4.7,Yes,Yes,72.2,64.6,1,Placed
3094,3095,9.1,0,0,2,11,2.9,Yes,No,68.7,73.4,6,Placed
3095,3096,6.5,1,1,1,9,3.6,No,Yes,83.8,83.5,6,NotPlaced
3096,3097,8.6,1,2,3,6,3.6,Yes,Yes,70.7,65.4,2,Placed
3097,3098,6.9,0,2,1,4,4.3,Yes,Yes,57.0,71.1,3,Placed
3098,3099,9.2,0,2,2,5,3.2,No,Yes,84.6,68.1,0,Placed
3099,3100,8.0,2,0,1,7,2.8,Yes,Yes,60.7,73.2,0,Placed
3100,3101,6.6,2,3,2,8,4.0,No,Yes,75.9,71.4,2,Placed
3101,3102,7.1,0,2,3,1,2.9,Yes,No,77.1,80.3,3,NotPlaced
3102,3103,8.2,2,1,0,6,2.0,Yes,No,70.7,66.4,2,NotPlaced
3103,3104,8.4,2,1,0,7,5.0,Yes,No,79.8,83.5,0,Placed
3104,3105,7.4,0,3,2,9,4.2,Yes,No,72.1,86.4,1,Placed
3105,3106,7.5,0,0,2,12,5.0,Yes,Yes,68.1,74.3,0,Placed
3106,3107,8.1,1,0,1,8,4.2,Yes,No,52.6,64.9,3,Placed
3107,3108,7.6,2,3,1,4,4.0,No,No,55.8,71.6,1,Placed
3108,3109,6.4,1,3,3,2,3.8,No,No,96.2,70.9,1,NotPlaced
3109,3110,6.8,2,2,3,9,3.4,Yes,Yes,78.0,88.0,2,Placed
3110,3111,7.7,0,0,1,4,3.9,Yes,Yes,82.7,71.1,0,NotPlaced
3111,3112,8.5,0,2,2,10,3.1,No,No,94.0,84.4,1,Placed
3112,3113,8.9,1,1,1,11,2.6,No,No,68.2,73.0,2,Placed
3113,3114,8.2,1,3,1,2,3.2,No,No,70.2,72.4,1,Placed
3114,3115,7.7,1,3,0,9,4.5,Yes,Yes,56.6,68.8,2,Placed
3115,3116,8.1,2,3,0,11,2.5,Yes,Yes,68.8,69.7,5,NotPlaced
3116,3117,6.9,0,0,0,10,2.5,Yes,Yes,68.6,80.0,0,Placed
3117,3118,7.4,1,3,2,1,4.0,Yes,Yes,67.9,65.4,1,NotPlaced
3118,3119,6.8,2,2,1,4,3.2,No,No,80.9,80.6,2,Placed
3119,3120,6.4,2,0,2,3,3.9,No,Yes,77.9,85.0,2,NotPlaced
3120,3121,7.8,1,2,2,9,4.3,Yes,No,79.7,66.7,5,Placed
3121,3122,7.7,1,3,0,8,3.9,Yes,Yes,60.5,82.9,0,Placed
3122,3123,8.1,0,1,1,1,3.0,Yes,Yes,71.7,81.4,3,NotPlaced
3123,3124,8.0,0,2,1,6,4.5,No,Yes,74.5,79.8,1,NotPlaced
3124,3125,7.7,0,1,2,9,4.1,Yes,Yes,88.3,66.3,0,Placed
3125,3126,8.0,1,2,0,7,3.5,No,Yes,72.5,70.9,1,Placed
3126,3127,7.5,2,2,2,7,3.5,Yes,Yes,70.0,70.9,1,Placed
3127,3128,7.9,0,1,2,6,3.8,No,Yes,81.2,90.8,0,Placed
3128,3129,6.9,2,0,2,4,3.3,Yes,No,69.1,71.9,0,NotPlaced
3129,3130,7.8,1,3,0,7,2.2,Yes,Yes,75.7,70.4,1,Placed
3130,3131,8.1,0,1,3,7,4.1,Yes,Yes,75.4,61.7,2,NotPlaced
3131,3132,6.9,0,2,1,9,4.1,No,Yes,66.8,63.3,0,Placed
3132,3133,7.5,1,3,1,9,1.7,Yes,No,65.2,65.8,0,Placed
3133,3134,7.0,0,3,2,7,3.9,Yes,Yes,70.7,75.3,1,NotPlaced
3134,3135,7.1,1,2,3,10,4.9,No,Yes,67.1,59.2,2,Placed
3135,3136,6.5,0,1,2,6,2.6,No,Yes,57.5,66.0,5,NotPlaced
3136,3137,8.6,1,1,2,3,3.4,Yes,Yes,77.5,55.3,0,Placed
3137,3138,8.4,0,1,2,8,3.4,No,Yes,76.1,84.6,5,Placed
3138,3139,8.0,1,3,2,7,4.8,No,No,64.3,73.0,2,Placed
3139,3140,9.2,1,2,1,8,4.4,No,Yes,63.4,74.8,4,Placed
3140,3141,7.3,2,2,1,3,2.8,Yes,Yes,75.4,62.2,2,Placed
3141,3142,9.5,1,3,1,12,3.8,No,Yes,86.8,82.5,1,Placed
3142,3143,7.3,1,2,2,9,5.0,Yes,Yes,80.2,85.5,3,Placed
3143,3144,7.7,2,2,1,6,3.0,No,Yes,81.8,72.6,2,Placed
3144,3145,7.2,2,1,0,4,3.5,Yes,Yes,68.3,67.7,4,Placed
3145,3146,7.8,2,0,1,10,3.9,Yes,Yes,74.7,77.0,4,Placed
3146,3147,8.2,0,2,2,4,3.0,No,No,69.8,78.6,2,NotPlaced
3147,3148,7.4,1,0,1,14,4.9,Yes,Yes,64.5,79.8,2,Placed
3148,3149,9.0,1,0,2,5,3.1,No,No,72.8,78.0,1,Placed
3149,3150,7.7,2,3,1,12,2.4,Yes,Yes,63.2,80.7,2,Placed
3150,3151,7.7,1,2,0,6,3.1,Yes,No,64.3,65.8,2,Placed
3151,3152,6.7,0,3,2,12,4.0,Yes,Yes,67.0,80.2,2,Placed
3152,3153,7.9,0,1,0,5,2.9,No,Yes,68.0,67.9,0,Placed
3153,3154,7.4,1,3,1,7,3.7,No,Yes,70.7,50.0,5,Placed
3154,3155,7.0,1,2,3,9,4.0,Yes,No,52.4,67.8,1,NotPlaced
3155,3156,6.8,1,1,1,9,2.5,No,No,62.6,67.0,0,Placed
3156,3157,9.5,2,3,1,10,3.0,No,Yes,85.1,74.2,0,Placed
3157,3158,7.3,2,0,0,6,3.8,Yes,No,70.9,79.5,0,NotPlaced
3158,3159,6.3,1,3,1,7,4.1,Yes,No,76.1,73.7,1,Placed
3159,3160,6.9,1,2,1,11,3.1,Yes,Yes,74.7,90.1,0,Placed
3160,3161,7.5,1,2,1,5,3.6,Yes,No,70.0,67.3,0,NotPlaced
3161,3162,8.0,2,3,1,9,3.3,Yes,Yes,63.1,54.1,0,Placed
3162,3163,8.0,1,0,3,6,4.1,Yes,Yes,66.1,74.5,0,Placed
3163,3164,8.1,1,2,1,8,3.9,No,Yes,88.6,67.1,7,NotPlaced
3164,3165,7.0,0,2,0,7,3.2,Yes,Yes,66.2,62.2,2,NotPlaced
3165,3166,7.8,1,1,3,5,3.9,Yes,Yes,86.5,69.3,0,Placed
3166,3167,6.8,1,1,2,6,3.2,No,Yes,67.3,64.9,2,NotPlaced
3167,3168,7.0,2,1,0,7,3.9,Yes,No,68.1,65.8,2,NotPlaced
3168,3169,6.7,1,1,1,7,3.9,Yes,Yes,71.7,85.7,2,Placed
3169,3170,6.5,1,2,0,12,5.0,No,Yes,69.4,73.1,1,NotPlaced
3170,3171,8.4,2,3,2,10,3.2,Yes,Yes,62.6,69.6,2,Placed
3171,3172,8.1,1,2,2,8,3.4,No,Yes,70.9,86.4,0,Placed
3172,3173,8.3,1,2,2,5,3.0,Yes,Yes,57.8,69.3,0,Placed
3173,3174,7.5,1,2,1,5,2.7,Yes,Yes,74.3,60.9,7,Placed
3174,3175,8.2,2,1,1,13,3.1,Yes,Yes,73.0,60.1,1,Placed
3175,3176,6.0,2,3,1,4,4.0,No,Yes,77.6,71.3,0,Placed
3176,3177,8.2,1,3,2,7,4.1,No,Yes,66.5,57.2,0,NotPlaced
3177,3178,7.7,0,1,1,8,3.7,No,Yes,77.6,61.4,2,Placed
3178,3179,8.0,1,0,1,6,3.3,Yes,No,74.9,68.6,0,NotPlaced
3179,3180,7.8,2,2,0,4,3.1,No,Yes,72.1,82.2,1,Placed
3180,3181,6.7,0,2,2,5,2.8,Yes,No,88.8,83.6,1,Placed
3181,3182,6.2,1,1,2,5,3.1,No,Yes,75.2,77.9,0,Placed
3182,3183,6.9,0,1,1,5,2.5,Yes,No,66.8,72.0,1,Placed
3183,3184,8.0,1,1,1,11,4.6,No,Yes,84.8,66.9,0,Placed
3184,3185,8.1,0,1,2,7,5.0,Yes,Yes,75.6,75.5,1,Placed
3185,3186,6.3,1,1,2,5,2.0,Yes,No,87.0,88.0,0,NotPlaced
3186,3187,6.7,1,2,1,7,3.7,Yes,Yes,54.3,73.3,5,NotPlaced
3187,3188,6.9,1,3,2,9,3.7,Yes,Yes,68.3,67.8,2,Placed
3188,3189,7.2,1,2,2,6,3.7,Yes,Yes,68.3,70.6,0,NotPlaced
3189,3190,6.3,0,1,0,10,3.0,Yes,Yes,54.0,69.6,0,Placed
3190,3191,6.3,1,1,2,3,4.3,No,Yes,72.5,76.9,2,NotPlaced
3191,3192,6.8,0,3,0,11,3.8,No,Yes,67.7,65.1,2,NotPlaced
3192,3193,7.6,1,0,2,7,4.3,No,No,53.0,75.7,1,Placed
3193,3194,6.5,0,3,2,7,2.9,No,Yes,64.1,77.1,0,NotPlaced
3194,3195,7.4,2,2,0,5,2.4,Yes,No,83.5,75.1,2,Placed
3195,3196,8.4,1,0,1,3,3.8,No,Yes,79.2,62.2,1,NotPlaced
3196,3197,6.4,0,1,2,2,2.7,Yes,Yes,64.6,70.7,0,NotPlaced
3197,3198,7.3,2,2,2,5,4.3,Yes,Yes,64.3,67.3,1,Placed
3198,3199,8.4,0,1,1,9,1.8,No,Yes,78.7,71.3,3,Placed
3199,3200,7.1,0,3,1,4,3.1,Yes,Yes,53.3,66.0,1,Placed
3200,3201,7.0,0,0,1,2,3.0,Yes,Yes,76.3,83.2,0,Placed
3201,3202,8.5,0,1,0,4,3.2,No,No,54.5,73.7,0,Placed
3202,3203,7.2,2,1,3,6,3.7,Yes,Yes,85.8,57.4,2,NotPlaced
3203,3204,8.4,1,2,2,6,3.8,Yes,Yes,76.9,60.0,1,Placed
3204,3205,7.9,0,3,1,7,4.0,No,Yes,54.4,82.8,2,NotPlaced
3205,3206,7.2,1,3,3,10,4.1,Yes,No,67.6,70.4,2,Placed
3206,3207,7.9,1,2,1,11,3.4,Yes,Yes,73.9,68.5,1,Placed
3207,3208,7.8,2,2,3,13,5.0,No,Yes,53.1,82.2,1,Placed
